model,accuracy_mean,accuracy_std,auc_roc_mean,auc_roc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
LASSO,0.9258928571428573,0.017081362919383003,0.9184387843516133,0.01907436549408949,0.49336007130124776,0.09603489169853706,0.6066666666666667,0.11234866364235147,0.5287542862010948,0.035202420761320824
Ridge,0.9383928571428571,0.00953310558217082,0.9284658324132007,0.013326136103695527,0.5468589743589743,0.06825776357285991,0.5275000000000001,0.08958236433584457,0.5358991472005933,0.07686783124406214
