model,accuracy_mean,accuracy_std,auc_roc_mean,auc_roc_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
Logistic Regression (Baseline),0.9,0.012176947943737379,0.9189519499141209,0.02821071608326825,0.3625548589341693,0.055474576100932926,0.6466666666666667,0.16,0.46247004457530777,0.08421210348263662
